,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
09/01/2012 12:00:40,8.01,,,1,78,,,1,-74.6,,,1,7.32,,,1,66,,,1,2.4,,,1,14.21,,,1
09/01/2012 12:15:40,7.99,,,1,78.1,,,1,-75.2,,,1,7.33,,,1,66,,,1,2.1,,,1,14.29,,,1
09/01/2012 12:30:40,7.86,,,1,76.7,,,1,-74.4,,,1,7.31,,,1,66,,,1,1.7,,,1,14.25,,,1
09/01/2012 12:45:40,7.84,,,1,75.9,,,1,-71.3,,,1,7.26,,,1,66,,,1,1.9,,,1,13.9,,,1
09/01/2012 13:00:40,7.95,,,1,76.7,,,1,-69.9,,,1,7.23,,,1,67,,,1,1.5,,,1,13.72,,,1
09/01/2012 13:15:40,8.01,,,1,77.2,,,1,-69,,,1,7.22,,,1,67,,,1,2,,,1,13.68,,,1
09/01/2012 13:30:40,7.95,,,1,76.6,,,1,-68.5,,,1,7.21,,,1,67,,,1,1.7,,,1,13.65,,,1
09/01/2012 13:45:40,7.89,,,1,75.8,,,1,-66.4,,,1,7.17,,,1,67,,,1,1.7,,,1,13.53,,,1
09/01/2012 14:00:40,7.93,,,1,75.9,,,1,-65.1,,,1,7.15,,,1,67,,,1,1.9,,,1,13.36,,,1
09/01/2012 14:15:40,8.06,,,1,77.1,,,1,-66.3,,,1,7.17,,,1,67,,,1,1.7,,,1,13.33,,,1
09/01/2012 14:30:40,8.03,,,1,77,,,1,-67.2,,,1,7.19,,,1,67,,,1,1.7,,,1,13.41,,,1
09/01/2012 14:45:40,7.93,,,1,75.9,,,1,-65.9,,,1,7.16,,,1,67,,,1,2.1,,,1,13.38,,,1
09/01/2012 15:00:40,7.92,,,1,75.7,,,1,-64.8,,,1,7.14,,,1,68,,,1,1.9,,,1,13.32,,,1
09/01/2012 15:15:40,7.95,,,1,76,,,1,-65.1,,,1,7.15,,,1,68,,,1,2,,,1,13.29,,,1
09/01/2012 15:30:40,7.96,,,1,76,,,1,-64.9,,,1,7.14,,,1,68,,,1,3.3,,,1,13.27,,,1
09/01/2012 15:45:40,7.94,,,1,75.8,,,1,-64.6,,,1,7.14,,,1,68,,,1,1.7,,,1,13.25,,,1
09/01/2012 16:00:40,7.93,,,1,75.6,,,1,-63.8,,,1,7.12,,,1,68,,,1,2.5,,,1,13.21,,,1
09/01/2012 16:15:40,7.95,,,1,75.8,,,1,-63.8,,,1,7.12,,,1,68,,,1,1.8,,,1,13.19,,,1
09/01/2012 16:30:40,7.94,,,1,75.6,,,1,-63.6,,,1,7.12,,,1,68,,,1,1.7,,,1,13.18,,,1
09/01/2012 16:45:40,7.86,,,1,74.8,,,1,-62.8,,,1,7.11,,,1,68,,,1,1.7,,,1,13.12,,,1
09/01/2012 17:00:40,7.81,,,1,74.1,,,1,-61.5,,,1,7.08,,,1,68,,,1,2,,,1,12.99,,,1
09/01/2012 17:15:40,7.84,,,1,74.2,,,1,-60.3,,,1,7.06,,,1,68,,,1,2.1,,,1,12.86,,,1
09/01/2012 17:30:40,7.86,,,1,74.2,,,1,-59.6,,,1,7.05,,,1,68,,,1,1.9,,,1,12.75,,,1
09/01/2012 17:45:40,7.87,,,1,74.1,,,1,-59.1,,,1,7.04,,,1,68,,,1,1.4,,,1,12.63,,,1
09/01/2012 18:00:40,7.9,,,1,74.1,,,1,-58.4,,,1,7.03,,,1,68,,,1,1.5,,,1,12.49,,,1
09/01/2012 18:15:40,7.93,,,1,74.1,,,1,-58,,,1,7.02,,,1,68,,,1,2,,,1,12.36,,,1
09/01/2012 18:30:40,7.94,,,1,74,,,1,-57.9,,,1,7.02,,,1,68,,,1,1.5,,,1,12.22,,,1
09/01/2012 18:45:40,7.96,,,1,73.9,,,1,-57.4,,,1,7.01,,,1,68,,,1,1.8,,,1,12.07,,,1
09/01/2012 19:00:40,7.97,,,1,73.9,,,1,-57.1,,,1,7,,,1,68,,,1,1.9,,,1,11.93,,,1
09/01/2012 19:15:40,7.99,,,1,73.8,,,1,-56.3,,,1,6.99,,,1,68,,,1,2,,,1,11.79,,,1
09/01/2012 19:30:40,8.01,,,1,73.7,,,1,-55.9,,,1,6.98,,,1,68,,,1,1.5,,,1,11.65,,,1
09/01/2012 19:45:40,8.03,,,1,73.7,,,1,-55.8,,,1,6.98,,,1,68,,,1,2.3,,,1,11.51,,,1
09/01/2012 20:00:40,8.06,,,1,73.7,,,1,-55.9,,,1,6.98,,,1,68,,,1,2.8,,,1,11.37,,,1
09/01/2012 20:15:40,8.09,,,1,73.8,,,1,-55.8,,,1,6.98,,,1,68,,,1,1.8,,,1,11.23,,,1
09/01/2012 20:30:40,8.12,,,1,73.8,,,1,-55.8,,,1,6.98,,,1,68,,,1,1.7,,,1,11.11,,,1
09/01/2012 20:45:40,8.15,,,1,73.9,,,1,-55.2,,,1,6.97,,,1,68,,,1,1.7,,,1,11,,,1
09/01/2012 21:00:40,8.17,,,1,73.9,,,1,-54.9,,,1,6.96,,,1,68,,,1,1.5,,,1,10.91,,,1
09/01/2012 21:15:40,8.19,,,1,74,,,1,-54.9,,,1,6.96,,,1,68,,,1,2,,,1,10.83,,,1
09/01/2012 21:30:40,8.21,,,1,74,,,1,-54.8,,,1,6.96,,,1,68,,,1,1.7,,,1,10.74,,,1
09/01/2012 21:45:40,8.24,,,1,74.1,,,1,-54.7,,,1,6.96,,,1,68,,,1,1.8,,,1,10.65,,,1
09/01/2012 22:00:40,8.25,,,1,74.1,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.5,,,1,10.58,,,1
09/01/2012 22:15:40,8.27,,,1,74.2,,,1,-54.4,,,1,6.95,,,1,68,,,1,1.7,,,1,10.51,,,1
09/01/2012 22:30:40,8.29,,,1,74.2,,,1,-54.4,,,1,6.95,,,1,68,,,1,1.5,,,1,10.43,,,1
09/01/2012 22:45:40,8.31,,,1,74.2,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.8,,,1,10.34,,,1
09/01/2012 23:00:40,8.33,,,1,74.2,,,1,-54.5,,,1,6.96,,,1,68,,,1,2.1,,,1,10.26,,,1
09/01/2012 23:15:40,8.34,,,1,74.3,,,1,-54.9,,,1,6.96,,,1,68,,,1,2,,,1,10.2,,,1
09/01/2012 23:30:40,8.36,,,1,74.3,,,1,-54.6,,,1,6.96,,,1,68,,,1,2.1,,,1,10.16,,,1
09/01/2012 23:45:40,8.36,,,1,74.3,,,1,-54.2,,,1,6.95,,,1,68,,,1,2,,,1,10.12,,,1
09/02/2012 00:00:40,8.38,,,1,74.4,,,1,-54.1,,,1,6.95,,,1,68,,,1,1.8,,,1,10.05,,,1
09/02/2012 00:15:40,8.4,,,1,74.3,,,1,-54.3,,,1,6.95,,,1,68,,,1,2.5,,,1,9.96,,,1
09/02/2012 00:30:40,8.42,,,1,74.4,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.6,,,1,9.88,,,1
09/02/2012 00:45:40,8.45,,,1,74.5,,,1,-54.4,,,1,6.95,,,1,68,,,1,1.8,,,1,9.81,,,1
09/02/2012 01:00:40,8.46,,,1,74.5,,,1,-54.5,,,1,6.96,,,1,68,,,1,1.6,,,1,9.76,,,1
09/02/2012 01:15:40,8.47,,,1,74.6,,,1,-54.8,,,1,6.96,,,1,68,,,1,1.9,,,1,9.73,,,1
09/02/2012 01:30:40,8.47,,,1,74.5,,,1,-54.9,,,1,6.96,,,1,68,,,1,1.8,,,1,9.7,,,1
09/02/2012 01:45:40,8.48,,,1,74.5,,,1,-55.1,,,1,6.97,,,1,68,,,1,2,,,1,9.65,,,1
09/02/2012 02:00:40,8.49,,,1,74.6,,,1,-54.9,,,1,6.96,,,1,68,,,1,1.7,,,1,9.6,,,1
09/02/2012 02:15:40,8.5,,,1,74.5,,,1,-54.6,,,1,6.96,,,1,68,,,1,2.3,,,1,9.54,,,1
09/02/2012 02:30:40,8.52,,,1,74.6,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.7,,,1,9.47,,,1
09/02/2012 02:45:40,8.54,,,1,74.6,,,1,-54.7,,,1,6.96,,,1,68,,,1,2.2,,,1,9.41,,,1
09/02/2012 03:00:40,8.56,,,1,74.7,,,1,-54.5,,,1,6.96,,,1,68,,,1,1.9,,,1,9.35,,,1
09/02/2012 03:15:40,8.57,,,1,74.6,,,1,-54.8,,,1,6.96,,,1,68,,,1,1.8,,,1,9.29,,,1
09/02/2012 03:30:40,8.58,,,1,74.6,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.7,,,1,9.23,,,1
09/02/2012 03:45:40,8.6,,,1,74.7,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.7,,,1,9.17,,,1
09/02/2012 04:00:40,8.61,,,1,74.7,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.7,,,1,9.11,,,1
09/02/2012 04:15:40,8.62,,,1,74.7,,,1,-54.4,,,1,6.95,,,1,68,,,1,1.8,,,1,9.05,,,1
09/02/2012 04:30:40,8.64,,,1,74.7,,,1,-54.7,,,1,6.96,,,1,68,,,1,1.5,,,1,8.99,,,1
09/02/2012 04:45:40,8.65,,,1,74.8,,,1,-54.5,,,1,6.96,,,1,68,,,1,1.8,,,1,8.94,,,1
09/02/2012 05:00:40,8.66,,,1,74.8,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.6,,,1,8.9,,,1
09/02/2012 05:15:40,8.67,,,1,74.8,,,1,-54.4,,,1,6.95,,,1,68,,,1,1.6,,,1,8.86,,,1
09/02/2012 05:30:40,8.69,,,1,74.8,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.5,,,1,8.82,,,1
09/02/2012 05:45:40,8.7,,,1,74.9,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.6,,,1,8.77,,,1
09/02/2012 06:00:40,8.71,,,1,74.9,,,1,-54.7,,,1,6.96,,,1,68,,,1,1.7,,,1,8.73,,,1
09/02/2012 06:15:40,8.72,,,1,74.9,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.6,,,1,8.7,,,1
09/02/2012 06:30:40,8.73,,,1,74.9,,,1,-53.8,,,1,6.94,,,1,68,,,1,1.6,,,1,8.66,,,1
09/02/2012 06:45:40,8.75,,,1,75.1,,,1,-53.5,,,1,6.94,,,1,68,,,1,2.1,,,1,8.63,,,1
09/02/2012 07:00:40,8.78,,,1,75.3,,,1,-54.3,,,1,6.95,,,1,68,,,1,1.7,,,1,8.61,,,1
09/02/2012 07:15:40,8.82,,,1,75.5,,,1,-54.7,,,1,6.96,,,1,68,,,1,1.7,,,1,8.6,,,1
09/02/2012 07:30:40,8.83,,,1,75.6,,,1,-55.1,,,1,6.97,,,1,68,,,1,1.5,,,1,8.6,,,1
09/02/2012 07:45:40,8.84,,,1,75.7,,,1,-55.2,,,1,6.97,,,1,68,,,1,1.5,,,1,8.62,,,1
09/02/2012 08:00:40,8.85,,,1,75.9,,,1,-55.5,,,1,6.97,,,1,68,,,1,1.4,,,1,8.65,,,1
09/02/2012 08:15:40,8.85,,,1,76.1,,,1,-55.9,,,1,6.98,,,1,68,,,1,2.1,,,1,8.7,,,1
09/02/2012 08:30:40,8.89,,,1,76.5,,,1,-56.3,,,1,6.99,,,1,68,,,1,3.3,,,1,8.79,,,1
09/02/2012 08:45:40,8.88,,,1,76.6,,,1,-57.2,,,1,7,,,1,68,,,1,3,,,1,8.89,,,1
09/02/2012 09:00:40,8.85,,,1,76.6,,,1,-58.3,,,1,7.02,,,1,68,,,1,1.5,,,1,9,,,1
09/02/2012 09:15:40,8.82,,,1,76.5,,,1,-58.2,,,1,7.02,,,1,68,,,1,1.3,,,1,9.12,,,1
09/02/2012 09:30:40,8.82,,,1,76.9,,,1,-57.8,,,1,7.02,,,1,68,,,1,1.5,,,1,9.29,,,1
09/02/2012 09:45:40,8.82,,,1,77.3,,,1,-58.2,,,1,7.02,,,1,68,,,1,1.8,,,1,9.54,,,1
09/02/2012 10:00:40,8.78,,,1,77.7,,,1,-58.6,,,1,7.03,,,1,68,,,1,2.5,,,1,9.95,,,1
09/02/2012 10:15:40,8.71,,,1,78.3,,,1,-60.4,,,1,7.06,,,1,68,,,1,1.8,,,1,10.58,,,1
09/02/2012 10:30:40,8.63,,,1,78.8,,,1,-62.2,,,1,7.1,,,1,68,,,1,1.6,,,1,11.26,,,1
09/02/2012 10:45:40,8.53,,,1,79.1,,,1,-72.8,,,1,7.29,,,1,68,,,1,2,,,1,12.01,,,1
09/02/2012 11:00:40,8.43,,,1,79.5,,,1,-68.4,,,1,7.21,,,1,68,,,1,2.3,,,1,12.72,,,1
09/02/2012 11:15:40,8.25,,,1,78.4,,,1,-67.1,,,1,7.18,,,1,68,,,1,2,,,1,13.01,,,1
09/02/2012 11:30:40,8.2,,,1,77.9,,,1,-66.2,,,1,7.17,,,1,68,,,1,1.7,,,1,13.05,,,1
09/02/2012 11:45:40,8.22,,,1,78.1,,,1,-65.4,,,1,7.15,,,1,68,,,1,1.6,,,1,13.01,,,1
09/02/2012 12:00:40,8.24,,,1,78.6,,,1,-66.1,,,1,7.17,,,1,68,,,1,1.7,,,1,13.18,,,1
09/02/2012 12:15:40,8.1,,,1,77.1,,,1,-65.2,,,1,7.15,,,1,68,,,1,1.5,,,1,13.1,,,1
09/02/2012 12:30:40,8.16,,,1,77.1,,,1,-63.6,,,1,7.12,,,1,68,,,1,1.8,,,1,12.79,,,1
09/02/2012 12:45:40,8.15,,,1,76.6,,,1,-62.6,,,1,7.1,,,1,68,,,1,1.8,,,1,12.59,,,1
09/02/2012 13:00:40,8.14,,,1,76.3,,,1,-61.1,,,1,7.08,,,1,69,,,1,1.7,,,1,12.42,,,1
09/02/2012 13:15:40,8.27,,,1,77.3,,,1,-60.4,,,1,7.06,,,1,69,,,1,1.7,,,1,12.33,,,1
09/02/2012 13:30:40,8.4,,,1,78.7,,,1,-61.6,,,1,7.09,,,1,69,,,1,1.8,,,1,12.43,,,1
09/02/2012 13:45:40,8.29,,,1,78.1,,,1,-63.3,,,1,7.12,,,1,69,,,1,2,,,1,12.63,,,1
09/02/2012 14:00:40,8.23,,,1,77.4,,,1,-67.1,,,1,7.18,,,1,69,,,1,2,,,1,12.63,,,1
09/02/2012 14:15:40,8.18,,,1,77,,,1,-66,,,1,7.17,,,1,69,,,1,1.8,,,1,12.63,,,1
09/02/2012 14:30:40,8.09,,,1,76.1,,,1,-62.9,,,1,7.11,,,1,69,,,1,1.8,,,1,12.57,,,1
09/02/2012 14:45:40,8.07,,,1,75.7,,,1,-60.6,,,1,7.07,,,1,69,,,1,1.8,,,1,12.5,,,1
09/02/2012 15:00:40,8.11,,,1,76,,,1,-59.5,,,1,7.05,,,1,69,,,1,2.5,,,1,12.43,,,1
09/02/2012 15:15:40,8.29,,,1,77.7,,,1,-59.6,,,1,7.05,,,1,69,,,1,2,,,1,12.48,,,1
09/02/2012 15:30:40,8.22,,,1,77.3,,,1,-60.4,,,1,7.06,,,1,69,,,1,1.7,,,1,12.56,,,1
09/02/2012 15:45:40,8.12,,,1,76.3,,,1,-59.9,,,1,7.05,,,1,69,,,1,1.8,,,1,12.56,,,1
09/02/2012 16:00:40,8.15,,,1,76.6,,,1,-59.4,,,1,7.05,,,1,69,,,1,2,,,1,12.55,,,1
09/02/2012 16:15:40,8.08,,,1,75.9,,,1,-59,,,1,7.04,,,1,69,,,1,1.7,,,1,12.58,,,1
09/02/2012 16:30:40,8.03,,,1,75.5,,,1,-59.2,,,1,7.04,,,1,69,,,1,1.6,,,1,12.58,,,1
09/02/2012 16:45:40,8.03,,,1,75.5,,,1,-58.9,,,1,7.04,,,1,69,,,1,1.8,,,1,12.56,,,1
09/02/2012 17:00:40,8.03,,,1,75.4,,,1,-58.5,,,1,7.03,,,1,69,,,1,1.7,,,1,12.51,,,1
09/02/2012 17:15:40,7.99,,,1,74.9,,,1,-57.9,,,1,7.02,,,1,69,,,1,2.4,,,1,12.45,,,1
09/02/2012 17:30:40,8.01,,,1,75,,,1,-57.2,,,1,7,,,1,69,,,1,1.7,,,1,12.38,,,1
09/02/2012 17:45:40,8.03,,,1,75.1,,,1,-56.8,,,1,7,,,1,69,,,1,1.7,,,1,12.33,,,1
09/02/2012 18:00:40,8.06,,,1,75.3,,,1,-57.1,,,1,7,,,1,69,,,1,2.5,,,1,12.3,,,1
09/02/2012 18:15:40,8.02,,,1,74.8,,,1,-56.8,,,1,7,,,1,69,,,1,1.7,,,1,12.23,,,1
09/02/2012 18:30:40,8.01,,,1,74.6,,,1,-56.2,,,1,6.99,,,1,69,,,1,1.8,,,1,12.14,,,1
09/02/2012 18:45:40,8.04,,,1,74.7,,,1,-55.7,,,1,6.98,,,1,69,,,1,2.4,,,1,12.05,,,1
09/02/2012 19:00:40,8.05,,,1,74.6,,,1,-55.2,,,1,6.97,,,1,69,,,1,1.8,,,1,11.97,,,1
09/02/2012 19:15:40,8.03,,,1,74.4,,,1,-54.6,,,1,6.96,,,1,69,,,1,1.9,,,1,11.89,,,1
09/02/2012 19:30:40,8.02,,,1,74,,,1,-53.9,,,1,6.95,,,1,69,,,1,1.8,,,1,11.77,,,1
09/02/2012 19:45:40,8.03,,,1,73.9,,,1,-53.3,,,1,6.93,,,1,69,,,1,1.7,,,1,11.64,,,1
09/02/2012 20:00:40,8.05,,,1,73.9,,,1,-52.9,,,1,6.93,,,1,69,,,1,1.7,,,1,11.51,,,1
09/02/2012 20:15:40,8.08,,,1,73.9,,,1,-52.6,,,1,6.92,,,1,69,,,1,1.8,,,1,11.38,,,1
09/02/2012 20:30:40,8.12,,,1,74.1,,,1,-52,,,1,6.91,,,1,69,,,1,1.6,,,1,11.25,,,1
09/02/2012 20:45:40,8.14,,,1,74.1,,,1,-52.1,,,1,6.91,,,1,69,,,1,1.8,,,1,11.12,,,1
09/02/2012 21:00:40,8.17,,,1,74.1,,,1,-52.4,,,1,6.92,,,1,69,,,1,2,,,1,11,,,1
09/02/2012 21:15:40,8.21,,,1,74.2,,,1,-52.4,,,1,6.92,,,1,69,,,1,1.8,,,1,10.89,,,1
09/02/2012 21:30:40,8.23,,,1,74.3,,,1,-52.7,,,1,6.92,,,1,69,,,1,1.8,,,1,10.79,,,1
09/02/2012 21:45:40,8.25,,,1,74.3,,,1,-52.6,,,1,6.92,,,1,69,,,1,1.8,,,1,10.7,,,1
09/02/2012 22:00:40,8.27,,,1,74.4,,,1,-52.5,,,1,6.92,,,1,69,,,1,1.9,,,1,10.62,,,1
09/02/2012 22:15:40,8.29,,,1,74.4,,,1,-52,,,1,6.91,,,1,69,,,1,1.6,,,1,10.55,,,1
09/02/2012 22:30:40,8.3,,,1,74.3,,,1,-51.8,,,1,6.91,,,1,69,,,1,1.7,,,1,10.47,,,1
09/02/2012 22:45:40,8.32,,,1,74.4,,,1,-51.7,,,1,6.9,,,1,69,,,1,1.9,,,1,10.41,,,1
09/02/2012 23:00:40,8.33,,,1,74.4,,,1,-52,,,1,6.91,,,1,69,,,1,2,,,1,10.34,,,1
09/02/2012 23:15:40,8.35,,,1,74.5,,,1,-51.8,,,1,6.91,,,1,69,,,1,1.7,,,1,10.28,,,1
09/02/2012 23:30:40,8.37,,,1,74.5,,,1,-51.9,,,1,6.91,,,1,68,,,1,1.8,,,1,10.22,,,1
09/02/2012 23:45:40,8.38,,,1,74.6,,,1,-52,,,1,6.91,,,1,68,,,1,2.4,,,1,10.17,,,1
09/03/2012 00:00:40,8.39,,,1,74.5,,,1,-52.2,,,1,6.91,,,1,68,,,1,2,,,1,10.12,,,1
09/03/2012 00:15:40,8.4,,,1,74.6,,,1,-52.2,,,1,6.91,,,1,68,,,1,2.1,,,1,10.08,,,1
09/03/2012 00:30:40,8.4,,,1,74.6,,,1,-52,,,1,6.91,,,1,68,,,1,1.8,,,1,10.06,,,1
09/03/2012 00:45:40,8.41,,,1,74.5,,,1,-52.2,,,1,6.91,,,1,68,,,1,2.1,,,1,10.03,,,1
09/03/2012 01:00:40,8.42,,,1,74.6,,,1,-52.3,,,1,6.92,,,1,68,,,1,1.8,,,1,10.01,,,1
09/03/2012 01:15:40,8.42,,,1,74.6,,,1,-52.6,,,1,6.92,,,1,68,,,1,2.1,,,1,9.99,,,1
09/03/2012 01:30:40,8.43,,,1,74.6,,,1,-52.4,,,1,6.92,,,1,68,,,1,2.6,,,1,9.97,,,1
09/03/2012 01:45:40,8.43,,,1,74.6,,,1,-52.9,,,1,6.93,,,1,68,,,1,2.2,,,1,9.96,,,1
09/03/2012 02:00:40,8.44,,,1,74.7,,,1,-52.8,,,1,6.92,,,1,68,,,1,2,,,1,9.93,,,1
09/03/2012 02:15:40,8.44,,,1,74.6,,,1,-52.4,,,1,6.92,,,1,68,,,1,2,,,1,9.93,,,1
09/03/2012 02:30:40,8.44,,,1,74.6,,,1,-52.9,,,1,6.93,,,1,68,,,1,1.7,,,1,9.93,,,1
09/03/2012 02:45:40,8.44,,,1,74.6,,,1,-52.6,,,1,6.92,,,1,68,,,1,657.1,,,1,9.93,,,1
09/03/2012 03:00:40,8.44,,,1,74.7,,,1,-52.7,,,1,6.92,,,1,68,,,1,2.4,,,1,9.91,,,1
09/03/2012 03:15:40,8.45,,,1,74.7,,,1,-53,,,1,6.93,,,1,68,,,1,2,,,1,9.89,,,1
09/03/2012 03:30:40,8.45,,,1,74.6,,,1,-53,,,1,6.93,,,1,67,,,1,1.8,,,1,9.88,,,1
09/03/2012 03:45:40,8.45,,,1,74.6,,,1,-52.8,,,1,6.92,,,1,67,,,1,1.8,,,1,9.86,,,1
09/03/2012 04:00:40,8.46,,,1,74.7,,,1,-52.7,,,1,6.92,,,1,67,,,1,2.1,,,1,9.82,,,1
09/03/2012 04:15:40,8.47,,,1,74.7,,,1,-52.4,,,1,6.92,,,1,67,,,1,1.8,,,1,9.79,,,1
09/03/2012 04:30:40,8.48,,,1,74.7,,,1,-52.3,,,1,6.92,,,1,67,,,1,2.1,,,1,9.77,,,1
09/03/2012 04:45:40,8.49,,,1,74.7,,,1,-52.2,,,1,6.91,,,1,67,,,1,1.8,,,1,9.73,,,1
09/03/2012 05:00:40,8.5,,,1,74.8,,,1,-52.6,,,1,6.92,,,1,67,,,1,2,,,1,9.7,,,1
09/03/2012 05:15:40,8.5,,,1,74.7,,,1,-52.5,,,1,6.92,,,1,67,,,1,1.6,,,1,9.66,,,1
09/03/2012 05:30:40,8.52,,,1,74.8,,,1,-52.6,,,1,6.92,,,1,67,,,1,2.3,,,1,9.62,,,1
09/03/2012 05:45:40,8.53,,,1,74.9,,,1,-52.4,,,1,6.92,,,1,67,,,1,1.7,,,1,9.58,,,1
09/03/2012 06:00:40,8.54,,,1,74.9,,,1,-52.7,,,1,6.92,,,1,67,,,1,1.9,,,1,9.54,,,1
09/03/2012 06:15:40,8.55,,,1,74.8,,,1,-52.6,,,1,6.92,,,1,67,,,1,2.4,,,1,9.51,,,1
09/03/2012 06:30:40,8.56,,,1,74.9,,,1,-52.2,,,1,6.91,,,1,67,,,1,1.8,,,1,9.48,,,1
09/03/2012 06:45:40,8.58,,,1,75.1,,,1,-52.4,,,1,6.92,,,1,66,,,1,1.7,,,1,9.46,,,1
09/03/2012 07:00:40,8.6,,,1,75.3,,,1,-52.5,,,1,6.92,,,1,66,,,1,1.7,,,1,9.48,,,1
09/03/2012 07:15:40,8.62,,,1,75.5,,,1,-52.9,,,1,6.93,,,1,66,,,1,1.7,,,1,9.51,,,1
09/03/2012 07:30:40,8.65,,,1,75.8,,,1,-53,,,1,6.93,,,1,66,,,1,1.7,,,1,9.53,,,1
09/03/2012 07:45:40,8.66,,,1,75.9,,,1,-53,,,1,6.93,,,1,66,,,1,1.5,,,1,9.55,,,1
09/03/2012 08:00:40,8.7,,,1,76.3,,,1,-53.6,,,1,6.94,,,1,66,,,1,1.9,,,1,9.6,,,1
09/03/2012 08:15:40,8.73,,,1,76.8,,,1,-54.2,,,1,6.95,,,1,66,,,1,1.9,,,1,9.68,,,1
09/03/2012 08:30:40,8.64,,,1,76.1,,,1,-54.1,,,1,6.95,,,1,66,,,1,1.6,,,1,9.73,,,1
09/03/2012 08:45:40,8.68,,,1,76.4,,,1,-54.3,,,1,6.95,,,1,65,,,1,1.7,,,1,9.74,,,1
09/03/2012 09:00:40,8.68,,,1,76.5,,,1,-54.4,,,1,6.95,,,1,65,,,1,1.8,,,1,9.76,,,1
09/03/2012 09:15:40,8.78,,,1,77.5,,,1,-55.5,,,1,6.97,,,1,65,,,1,1.5,,,1,9.85,,,1
09/03/2012 09:30:40,8.78,,,1,77.7,,,1,-56.6,,,1,6.99,,,1,65,,,1,2.1,,,1,9.99,,,1
09/03/2012 09:45:40,8.76,,,1,77.9,,,1,-57.6,,,1,7.01,,,1,65,,,1,1.8,,,1,10.14,,,1
09/03/2012 10:00:40,8.73,,,1,77.9,,,1,-58.4,,,1,7.03,,,1,65,,,1,2,,,1,10.3,,,1
09/03/2012 10:15:40,8.76,,,1,78.6,,,1,-59.8,,,1,7.05,,,1,65,,,1,1.9,,,1,10.55,,,1
09/03/2012 10:30:40,8.77,,,1,79.7,,,1,-61.7,,,1,7.09,,,1,65,,,1,1.7,,,1,11.08,,,1
09/03/2012 10:45:40,8.57,,,1,78.7,,,1,-63.4,,,1,7.12,,,1,65,,,1,1.7,,,1,11.51,,,1
09/03/2012 11:00:40,8.51,,,1,78.5,,,1,-64.7,,,1,7.14,,,1,65,,,1,1.7,,,1,11.75,,,1
09/03/2012 11:15:40,8.48,,,1,78.4,,,1,-65.4,,,1,7.15,,,1,65,,,1,1.7,,,1,11.85,,,1
09/03/2012 11:30:40,8.46,,,1,78.4,,,1,-66.2,,,1,7.17,,,1,65,,,1,1.8,,,1,11.95,,,1
09/03/2012 11:45:40,8.44,,,1,78.4,,,1,-66.9,,,1,7.18,,,1,65,,,1,1.7,,,1,12.06,,,1
09/03/2012 12:00:40,8.43,,,1,79.1,,,1,-68,,,1,7.2,,,1,65,,,1,1.9,,,1,12.49,,,1
09/03/2012 12:15:40,8.32,,,1,78.4,,,1,-68.2,,,1,7.2,,,1,65,,,1,2,,,1,12.67,,,1
09/03/2012 12:30:40,8.29,,,1,78,,,1,-68.2,,,1,7.2,,,1,65,,,1,2,,,1,12.65,,,1
09/03/2012 12:45:40,8.33,,,1,78.7,,,1,-68.9,,,1,7.22,,,1,65,,,1,2.5,,,1,12.81,,,1
09/03/2012 13:00:40,8.29,,,1,78.8,,,1,-69.6,,,1,7.23,,,1,65,,,1,2,,,1,13.05,,,1
09/03/2012 13:15:40,8.16,,,1,78.2,,,1,-69.4,,,1,7.22,,,1,65,,,1,1.8,,,1,13.45,,,1
09/03/2012 13:30:40,8.08,,,1,77.4,,,1,-67.4,,,1,7.19,,,1,65,,,1,1.8,,,1,13.44,,,1
